NAICS6_IO,SCTG,naics,naics_desc,NAICS6_Make_desc,SCTG_desc,Prop
524200,0,524292,Third Party Administration of Insurance and Pension Funds,"Insurance agencies, brokerages, and related activities",NA,0
524200,0,524298,All Other Insurance Related Activities,"Insurance agencies, brokerages, and related activities",NA,0
525000,0,525110,Pension Funds,"Funds, trusts, and other financial vehicles",NA,0
525000,0,525120,Health and Welfare Funds,"Funds, trusts, and other financial vehicles",NA,0
525000,0,525190,Other Insurance Funds,"Funds, trusts, and other financial vehicles",NA,0
525000,0,525910,Open-End Investment Funds,"Funds, trusts, and other financial vehicles",NA,0
525000,0,525920,"Trusts, Estates, and Agency Accounts","Funds, trusts, and other financial vehicles",NA,0
525000,0,525990,Other Financial Vehicles,"Funds, trusts, and other financial vehicles",NA,0
531000,0,531110,Lessors of Residential Buildings and Dwellings,Real estate,NA,0
531000,0,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real estate,NA,0
531000,0,531130,Lessors of Miniwarehouses and Self-Storage Units,Real estate,NA,0
531000,0,531190,Lessors of Other Real Estate Property,Real estate,NA,0
531000,0,531210,Offices of Real Estate Agents and Brokers,Real estate,NA,0
531000,0,531311,Residential Property Managers,Real estate,NA,0
531000,0,531312,Nonresidential Property Managers,Real estate,NA,0
531000,0,531320,Offices of Real Estate Appraisers,Real estate,NA,0
531000,0,531390,Other Activities Related to Real Estate,Real estate,NA,0
532100,0,532111,Passenger Car Rental,Automotive equipment rental and leasing,NA,0
532100,0,532112,Passenger Car Leasing,Automotive equipment rental and leasing,NA,0
532100,0,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Automotive equipment rental and leasing,NA,0
532A00,0,532210,Consumer Electronics and Appliances Rental,Consumer goods and general rental centers,NA,0
532A00,0,532220,Formal Wear and Costume Rental,Consumer goods and general rental centers,NA,0
532A00,0,532230,Video Tape and Disc Rental,Consumer goods and general rental centers,NA,0
532A00,0,532291,Home Health Equipment Rental,Consumer goods and general rental centers,NA,0
532A00,0,532292,Recreational Goods Rental,Consumer goods and general rental centers,NA,0
532A00,0,532299,All Other Consumer Goods Rental,Consumer goods and general rental centers,NA,0
532A00,0,532310,General Rental Centers,Consumer goods and general rental centers,NA,0
532400,0,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",Commercial and industrial machinery and equipment rental and leasing,NA,0
532400,0,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Commercial and industrial machinery and equipment rental and leasing,NA,0
532400,0,532420,Office Machinery and Equipment Rental and Leasing,Commercial and industrial machinery and equipment rental and leasing,NA,0
532400,0,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Commercial and industrial machinery and equipment rental and leasing,NA,0
533000,0,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Lessors of nonfinancial intangible assets,NA,0
541100,0,541110,Offices of Lawyers,Legal services,NA,0
541100,0,541120,Offices of Notaries,Legal services,NA,0
541100,0,541191,Title Abstract and Settlement Offices,Legal services,NA,0
541100,0,541199,All Other Legal Services,Legal services,NA,0
541200,0,541211,Offices of Certified Public Accountants,"Accounting, tax preparation, bookkeeping, and payroll services",NA,0
541200,0,541213,Tax Preparation Services,"Accounting, tax preparation, bookkeeping, and payroll services",NA,0
541200,0,541214,Payroll Services,"Accounting, tax preparation, bookkeeping, and payroll services",NA,0
541200,0,541219,Other Accounting Services,"Accounting, tax preparation, bookkeeping, and payroll services",NA,0
541300,0,541310,Architectural Services,"Architectural, engineering, and related services",NA,0
541300,0,541320,Landscape Architectural Services,"Architectural, engineering, and related services",NA,0
541300,0,541330,Engineering Services,"Architectural, engineering, and related services",NA,0
541300,0,541340,Drafting Services,"Architectural, engineering, and related services",NA,0
541300,0,541350,Building Inspection Services,"Architectural, engineering, and related services",NA,0
541300,0,541360,Geophysical Surveying and Mapping Services,"Architectural, engineering, and related services",NA,0
541300,0,541370,Surveying and Mapping (except Geophysical) Services,"Architectural, engineering, and related services",NA,0
541300,0,541380,Testing Laboratories,"Architectural, engineering, and related services",NA,0
541400,0,541410,Interior Design Services,Specialized design services,NA,0
541400,0,541420,Industrial Design Services,Specialized design services,NA,0
541400,0,541430,Graphic Design Services,Specialized design services,NA,0
541400,0,541490,Other Specialized Design Services,Specialized design services,NA,0
541511,0,541511,Custom Computer Programming Services,Custom computer programming services,NA,0
541512,0,541512,Computer Systems Design Services,Computer systems design services,NA,0
54151A,0,541513,Computer Facilities Management Services,"Other computer related services, including facilities management",NA,0
54151A,0,541519,Other Computer Related Services,"Other computer related services, including facilities management",NA,0
541610,0,541611,Administrative Management and General Management Consulting Services,Management consulting services,NA,0
541610,0,541612,Human Resources Consulting Services,Management consulting services,NA,0
541610,0,541613,Marketing Consulting Services,Management consulting services,NA,0
541610,0,541614,"Process, Physical Distribution, and Logistics Consulting Services",Management consulting services,NA,0
541610,0,541618,Other Management Consulting Services,Management consulting services,NA,0
5416A0,0,541620,Environmental Consulting Services,Environmental and other technical consulting services,NA,0
5416A0,0,541690,Other Scientific and Technical Consulting Services,Environmental and other technical consulting services,NA,0
541700,0,541711,Research and Development in Biotechnology,Scientific research and development services,NA,0
541700,0,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",Scientific research and development services,NA,0
541700,0,541720,Research and Development in the Social Sciences and Humanities,Scientific research and development services,NA,0
541800,0,541810,Advertising Agencies,"Advertising, public relations, and related services",NA,0
541800,0,541820,Public Relations Agencies,"Advertising, public relations, and related services",NA,0
541800,0,541830,Media Buying Agencies,"Advertising, public relations, and related services",NA,0
541800,0,541840,Media Representatives,"Advertising, public relations, and related services",NA,0
541800,0,541850,Display Advertising,"Advertising, public relations, and related services",NA,0
541800,0,541860,Direct Mail Advertising,"Advertising, public relations, and related services",NA,0
541800,0,541870,Advertising Material Distribution Services,"Advertising, public relations, and related services",NA,0
541800,0,541890,Other Services Related to Advertising,"Advertising, public relations, and related services",NA,0
5419A0,0,541910,Marketing Research and Public Opinion Polling,"Marketing research and all other miscellaneous professional, scientific, and technical services",NA,0
541920,0,541921,"Photography Studios, Portrait",Photographic services,NA,0
541920,0,541922,Commercial Photography,Photographic services,NA,0
5419A0,0,541930,Translation and Interpretation Services,"Marketing research and all other miscellaneous professional, scientific, and technical services",NA,0
541940,0,541940,Veterinary Services,Veterinary services,NA,0
5419A0,0,541990,"All Other Professional, Scientific, and Technical Services","Marketing research and all other miscellaneous professional, scientific, and technical services",NA,0
550000,0,551111,Offices of Bank Holding Companies,Management of companies and enterprises,NA,0
550000,0,551112,Offices of Other Holding Companies,Management of companies and enterprises,NA,0
550000,0,551114,"Corporate, Subsidiary, and Regional Managing Offices",Management of companies and enterprises,NA,0
561100,0,561110,Office Administrative Services,Office administrative services,NA,0
561200,0,561210,Facilities Support Services,Facilities support services,NA,0
561300,0,561311,Employment Placement Agencies,Employment services,NA,0
561300,0,561312,Executive Search Services,Employment services,NA,0
561300,0,561320,Temporary Help Services,Employment services,NA,0
561300,0,561330,Professional Employer Organizations,Employment services,NA,0
561400,0,561410,Document Preparation Services,Business support services,NA,0
561400,0,561421,Telephone Answering Services,Business support services,NA,0
561400,0,561422,Telemarketing Bureaus and Other Contact Centers,Business support services,NA,0
561400,0,561431,Private Mail Centers,Business support services,NA,0
561400,0,561439,Other Business Service Centers (including Copy Shops),Business support services,NA,0
561400,0,561440,Collection Agencies,Business support services,NA,0
561400,0,561450,Credit Bureaus,Business support services,NA,0
561400,0,561491,Repossession Services,Business support services,NA,0
561400,0,561492,Court Reporting and Stenotype Services,Business support services,NA,0
561400,0,561499,All Other Business Support Services,Business support services,NA,0
561500,0,561510,Travel Agencies,Travel arrangement and reservation services,NA,0
561500,0,561520,Tour Operators,Travel arrangement and reservation services,NA,0
561500,0,561591,Convention and Visitors Bureaus,Travel arrangement and reservation services,NA,0
561500,0,561599,All Other Travel Arrangement and Reservation Services,Travel arrangement and reservation services,NA,0
561600,0,561611,Investigation Services,Investigation and security services,NA,0
561600,0,561612,Security Guards and Patrol Services,Investigation and security services,NA,0
561600,0,561613,Armored Car Services,Investigation and security services,NA,0
561600,0,561621,Security Systems Services (except Locksmiths),Investigation and security services,NA,0
561600,0,561622,Locksmiths,Investigation and security services,NA,0
561700,0,561710,Exterminating and Pest Control Services,Services to buildings and dwellings,NA,0
561700,0,561720,Janitorial Services,Services to buildings and dwellings,NA,0
561700,0,561730,Landscaping Services,Services to buildings and dwellings,NA,0
561700,0,561740,Carpet and Upholstery Cleaning Services,Services to buildings and dwellings,NA,0
561700,0,561790,Other Services to Buildings and Dwellings,Services to buildings and dwellings,NA,0
561900,0,561910,Packaging and Labeling Services,Other support services,NA,0
561900,0,561920,Convention and Trade Show Organizers,Other support services,NA,0
561900,0,561990,All Other Support Services,Other support services,NA,0
562000,0,562111,Solid Waste Collection,Waste management and remediation services,NA,0
562000,0,562112,Hazardous Waste Collection,Waste management and remediation services,NA,0
562000,0,562119,Other Waste Collection,Waste management and remediation services,NA,0
562000,0,562211,Hazardous Waste Treatment and Disposal,Waste management and remediation services,NA,0
562000,0,562212,Solid Waste Landfill,Waste management and remediation services,NA,0
562000,0,562213,Solid Waste Combustors and Incinerators,Waste management and remediation services,NA,0
562000,0,562219,Other Nonhazardous Waste Treatment and Disposal,Waste management and remediation services,NA,0
562000,0,562910,Remediation Services,Waste management and remediation services,NA,0
562000,0,562920,Materials Recovery Facilities,Waste management and remediation services,NA,0
562000,0,562991,Septic Tank and Related Services,Waste management and remediation services,NA,0
562000,0,562998,All Other Miscellaneous Waste Management Services,Waste management and remediation services,NA,0
611100,0,611110,Elementary and Secondary Schools,Elementary and secondary schools,NA,0
611A00,0,611210,Junior Colleges,"Junior colleges, colleges, universities, and professional schools",NA,0
611A00,0,611310,"Colleges, Universities, and Professional Schools","Junior colleges, colleges, universities, and professional schools",NA,0
611B00,0,611410,Business and Secretarial Schools,Other educational services,NA,0
611B00,0,611420,Computer Training,Other educational services,NA,0
611B00,0,611430,Professional and Management Development Training,Other educational services,NA,0
611B00,0,611511,Cosmetology and Barber Schools,Other educational services,NA,0
611B00,0,611512,Flight Training,Other educational services,NA,0
611B00,0,611513,Apprenticeship Training,Other educational services,NA,0
611B00,0,611519,Other Technical and Trade Schools,Other educational services,NA,0
611B00,0,611610,Fine Arts Schools,Other educational services,NA,0
611B00,0,611620,Sports and Recreation Instruction,Other educational services,NA,0
611B00,0,611630,Language Schools,Other educational services,NA,0
611B00,0,611691,Exam Preparation and Tutoring,Other educational services,NA,0
611B00,0,611692,Automobile Driving Schools,Other educational services,NA,0
611B00,0,611699,All Other Miscellaneous Schools and Instruction,Other educational services,NA,0
611B00,0,611710,Educational Support Services,Other educational services,NA,0
621100,0,621111,Offices of Physicians (except Mental Health Specialists),Offices of physicians,NA,0
621100,0,621112,"Offices of Physicians, Mental Health Specialists",Offices of physicians,NA,0
621200,0,621210,Offices of Dentists,Offices of dentists,NA,0
621300,0,621310,Offices of Chiropractors,Offices of other health practitioners,NA,0
621300,0,621320,Offices of Optometrists,Offices of other health practitioners,NA,0
621300,0,621330,Offices of Mental Health Practitioners (except Physicians),Offices of other health practitioners,NA,0
621300,0,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",Offices of other health practitioners,NA,0
621300,0,621391,Offices of Podiatrists,Offices of other health practitioners,NA,0
621300,0,621399,Offices of All Other Miscellaneous Health Practitioners,Offices of other health practitioners,NA,0
621400,0,621410,Family Planning Centers,Outpatient care centers,NA,0
621400,0,621420,Outpatient Mental Health and Substance Abuse Centers,Outpatient care centers,NA,0
621400,0,621491,HMO Medical Centers,Outpatient care centers,NA,0
621400,0,621492,Kidney Dialysis Centers,Outpatient care centers,NA,0
621400,0,621493,Freestanding Ambulatory Surgical and Emergency Centers,Outpatient care centers,NA,0
621400,0,621498,All Other Outpatient Care Centers,Outpatient care centers,NA,0
621500,0,621511,Medical Laboratories,Medical and diagnostic laboratories,NA,0
621500,0,621512,Diagnostic Imaging Centers,Medical and diagnostic laboratories,NA,0
621600,0,621610,Home Health Care Services,Home health care services,NA,0
621900,0,621910,Ambulance Services,Other ambulatory health care services,NA,0
621900,0,621991,Blood and Organ Banks,Other ambulatory health care services,NA,0
621900,0,621999,All Other Miscellaneous Ambulatory Health Care Services,Other ambulatory health care services,NA,0
622000,0,622110,General Medical and Surgical Hospitals,Hospitals,NA,0
622000,0,622210,Psychiatric and Substance Abuse Hospitals,Hospitals,NA,0
622000,0,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,Hospitals,NA,0
623A00,0,623110,Nursing Care Facilities,Nursing and community care facilities,NA,0
623B00,0,623210,Residential Mental Retardation Facilities,"Residential mental retardation, mental health, substance abuse and other facilities",NA,0
623B00,0,623220,Residential Mental Health and Substance Abuse Facilities,"Residential mental retardation, mental health, substance abuse and other facilities",NA,0
623A00,0,623311,Continuing Care Retirement Communities,Nursing and community care facilities,NA,0
623A00,0,623312,Homes for the Elderly,Nursing and community care facilities,NA,0
623B00,0,623990,Other Residential Care Facilities,"Residential mental retardation, mental health, substance abuse and other facilities",NA,0
624100,0,624110,Child and Youth Services,Individual and family services,NA,0
624100,0,624120,Services for the Elderly and Persons with Disabilities,Individual and family services,NA,0
624100,0,624190,Other Individual and Family Services,Individual and family services,NA,0
624A00,0,624210,Community Food Services,"Community food, housing, and other relief services, including rehabilitation services",NA,0
624A00,0,624221,Temporary Shelters,"Community food, housing, and other relief services, including rehabilitation services",NA,0
624A00,0,624229,Other Community Housing Services,"Community food, housing, and other relief services, including rehabilitation services",NA,0
624A00,0,624230,Emergency and Other Relief Services,"Community food, housing, and other relief services, including rehabilitation services",NA,0
624A00,0,624310,Vocational Rehabilitation Services,"Community food, housing, and other relief services, including rehabilitation services",NA,0
624400,0,624410,Child Day Care Services,Child day care services,NA,0
711100,0,711110,Theater Companies and Dinner Theaters,Performing arts companies,NA,0
711100,0,711120,Dance Companies,Performing arts companies,NA,0
711100,0,711130,Musical Groups and Artists,Performing arts companies,NA,0
711100,0,711190,Other Performing Arts Companies,Performing arts companies,NA,0
711200,0,711211,Sports Teams and Clubs,Spectator sports,NA,0
711200,0,711212,Racetracks,Spectator sports,NA,0
711200,0,711219,Other Spectator Sports,Spectator sports,NA,0
711A00,0,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",Promoters of performing arts and sports and agents for public figures,NA,0
711A00,0,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",Promoters of performing arts and sports and agents for public figures,NA,0
711A00,0,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Promoters of performing arts and sports and agents for public figures,NA,0
711500,0,711510,"Independent Artists, Writers, and Performers","Independent artists, writers, and performers",NA,0
712000,0,712110,Museums,"Museums, historical sites, zoos, and parks",NA,0
712000,0,712120,Historical Sites,"Museums, historical sites, zoos, and parks",NA,0
712000,0,712130,Zoos and Botanical Gardens,"Museums, historical sites, zoos, and parks",NA,0
712000,0,712190,Nature Parks and Other Similar Institutions,"Museums, historical sites, zoos, and parks",NA,0
713100,0,713110,Amusement and Theme Parks,Amusement parks and arcades,NA,0
713100,0,713120,Amusement Arcades,Amusement parks and arcades,NA,0
713200,0,713210,Casinos (except Casino Hotels),Gambling industries (except casino hotels),NA,0
713200,0,713290,Other Gambling Industries,Gambling industries (except casino hotels),NA,0
713900,0,713910,Golf Courses and Country Clubs,Other amusement and recreation industries,NA,0
713900,0,713920,Skiing Facilities,Other amusement and recreation industries,NA,0
713900,0,713930,Marinas,Other amusement and recreation industries,NA,0
713900,0,713940,Fitness and Recreational Sports Centers,Other amusement and recreation industries,NA,0
713900,0,713950,Bowling Centers,Other amusement and recreation industries,NA,0
713900,0,713990,All Other Amusement and Recreation Industries,Other amusement and recreation industries,NA,0
721000,0,721110,Hotels (except Casino Hotels) and Motels,Accommodation,NA,0
721000,0,721120,Casino Hotels,Accommodation,NA,0
721000,0,721191,Bed-and-Breakfast Inns,Accommodation,NA,0
721000,0,721199,All Other Traveler Accommodation,Accommodation,NA,0
721000,0,721211,RV (Recreational Vehicle) Parks and Campgrounds,Accommodation,NA,0
721000,0,721214,Recreational and Vacation Camps (except Campgrounds),Accommodation,NA,0
721000,0,721310,Rooming and Boarding Houses,Accommodation,NA,0
722110,0,722110,Full-Service Restaurants,Full-service restaurants,NA,0
722211,0,722211,Limited-Service Restaurants,Limited-service restaurants,NA,0
722211,0,722212,"Cafeterias, Grill Buffets, and Buffets",Limited-service restaurants,NA,0
722211,0,722213,Snack and Nonalcoholic Beverage Bars,Limited-service restaurants,NA,0
722A00,0,722310,Food Service Contractors,All other food and drinking places,NA,0
722A00,0,722320,Caterers,All other food and drinking places,NA,0
722A00,0,722330,Mobile Food Services,All other food and drinking places,NA,0
722A00,0,722410,Drinking Places (Alcoholic Beverages),All other food and drinking places,NA,0
811100,0,811111,General Automotive Repair,Automotive repair and maintenance,NA,0
811100,0,811112,Automotive Exhaust System Repair,Automotive repair and maintenance,NA,0
811100,0,811113,Automotive Transmission Repair,Automotive repair and maintenance,NA,0
811100,0,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,Automotive repair and maintenance,NA,0
811100,0,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",Automotive repair and maintenance,NA,0
811100,0,811122,Automotive Glass Replacement Shops,Automotive repair and maintenance,NA,0
811100,0,811191,Automotive Oil Change and Lubrication Shops,Automotive repair and maintenance,NA,0
811100,0,811192,Car Washes,Automotive repair and maintenance,NA,0
811100,0,811198,All Other Automotive Repair and Maintenance,Automotive repair and maintenance,NA,0
811200,0,811211,Consumer Electronics Repair and Maintenance,Electronic and precision equipment repair and maintenance,NA,0
811200,0,811212,Computer and Office Machine Repair and Maintenance,Electronic and precision equipment repair and maintenance,NA,0
811200,0,811213,Communication Equipment Repair and Maintenance,Electronic and precision equipment repair and maintenance,NA,0
811200,0,811219,Other Electronic and Precision Equipment Repair and Maintenance,Electronic and precision equipment repair and maintenance,NA,0
811300,0,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and industrial machinery and equipment repair and maintenance,NA,0
811400,0,811411,Home and Garden Equipment Repair and Maintenance,Personal and household goods repair and maintenance,NA,0
811400,0,811412,Appliance Repair and Maintenance,Personal and household goods repair and maintenance,NA,0
811400,0,811420,Reupholstery and Furniture Repair,Personal and household goods repair and maintenance,NA,0
811400,0,811430,Footwear and Leather Goods Repair,Personal and household goods repair and maintenance,NA,0
811400,0,811490,Other Personal and Household Goods Repair and Maintenance,Personal and household goods repair and maintenance,NA,0
812100,0,812111,Barber Shops,Personal care services,NA,0
812100,0,812112,Beauty Salons,Personal care services,NA,0
812100,0,812113,Nail Salons,Personal care services,NA,0
812100,0,812191,Diet and Weight Reducing Centers,Personal care services,NA,0
812100,0,812199,Other Personal Care Services,Personal care services,NA,0
812200,0,812210,Funeral Homes and Funeral Services,Death care services,NA,0
812200,0,812220,Cemeteries and Crematories,Death care services,NA,0
812300,0,812310,Coin-Operated Laundries and Drycleaners,Dry-cleaning and laundry services,NA,0
812300,0,812320,Drycleaning and Laundry Services (except Coin-Operated),Dry-cleaning and laundry services,NA,0
812300,0,812331,Linen Supply,Dry-cleaning and laundry services,NA,0
812300,0,812332,Industrial Launderers,Dry-cleaning and laundry services,NA,0
812900,0,812910,Pet Care (except Veterinary) Services,Other personal services,NA,0
812900,0,812921,Photofinishing Laboratories (except One-Hour),Other personal services,NA,0
812900,0,812922,One-Hour Photofinishing,Other personal services,NA,0
812900,0,812930,Parking Lots and Garages,Other personal services,NA,0
812900,0,812990,All Other Personal Services,Other personal services,NA,0
813100,0,813110,Religious Organizations,Religious organizations,NA,0
813A00,0,813211,Grantmaking Foundations,"Grantmaking, giving, and social advocacy organizations",NA,0
813A00,0,813212,Voluntary Health Organizations,"Grantmaking, giving, and social advocacy organizations",NA,0
813A00,0,813219,Other Grantmaking and Giving Services,"Grantmaking, giving, and social advocacy organizations",NA,0
813A00,0,813311,Human Rights Organizations,"Grantmaking, giving, and social advocacy organizations",NA,0
813A00,0,813312,"Environment, Conservation and Wildlife Organizations","Grantmaking, giving, and social advocacy organizations",NA,0
813A00,0,813319,Other Social Advocacy Organizations,"Grantmaking, giving, and social advocacy organizations",NA,0
813B00,0,813410,Civic and Social Organizations,"Civic, social, professional, and similar organizations",NA,0
813B00,0,813910,Business Associations,"Civic, social, professional, and similar organizations",NA,0
813B00,0,813920,Professional Organizations,"Civic, social, professional, and similar organizations",NA,0
813B00,0,813930,Labor Unions and Similar Labor Organizations,"Civic, social, professional, and similar organizations",NA,0
813B00,0,813940,Political Organizations,"Civic, social, professional, and similar organizations",NA,0
813B00,0,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","Civic, social, professional, and similar organizations",NA,0
814000,0,814110,Private Households,Private households,NA,0
S00700,0,921110,Executive Offices,State and local general government,NA,0
S00700,0,921120,Legislative Bodies,State and local general government,NA,0
S00700,0,921130,Public Finance Activities,State and local general government,NA,0
S00700,0,921140,"Executive and Legislative Offices, Combined",State and local general government,NA,0
S00700,0,921150,American Indian and Alaska Native Tribal Governments,State and local general government,NA,0
S00700,0,921190,Other General Government Support,State and local general government,NA,0
S00700,0,922110,Courts,State and local general government,NA,0
S00700,0,922120,Police Protection,State and local general government,NA,0
S00700,0,922130,Legal Counsel and Prosecution,State and local general government,NA,0
S00700,0,922140,Correctional Institutions,State and local general government,NA,0
S00700,0,922150,Parole Offices and Probation Offices,State and local general government,NA,0
S00700,0,922160,Fire Protection,State and local general government,NA,0
S00700,0,922190,"Other Justice, Public Order, and Safety Activities",State and local general government,NA,0
S00203,0,923110,Administration of Education Programs,Other state and local government enterprises,NA,0
S00203,0,923120,Administration of Public Health Programs,Other state and local government enterprises,NA,0
S00203,0,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",Other state and local government enterprises,NA,0
S00203,0,923140,Administration of Veterans' Affairs,Other state and local government enterprises,NA,0
S00203,0,924110,Administration of Air and Water Resource and Solid Waste Management Programs,Other state and local government enterprises,NA,0
S00203,0,924120,Administration of Conservation Programs,Other state and local government enterprises,NA,0
S00203,0,925110,Administration of Housing Programs,Other state and local government enterprises,NA,0
S00203,0,925120,Administration of Urban Planning and Community and Rural Development,Other state and local government enterprises,NA,0
S00203,0,926110,Administration of General Economic Programs,Other state and local government enterprises,NA,0
S00201,0,926120,Regulation and Administration of Transportation Programs,State and local government passenger transit,NA,0
S00202,0,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",State and local government electric utilities,NA,0
S00203,0,926140,Regulation of Agricultural Marketing and Commodities,Other state and local government enterprises,NA,0
S00203,0,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",Other state and local government enterprises,NA,0
S00600,0,927110,Space Research and Technology,Federal general government (nondefense),NA,0
S00500,0,928110,National Security,Federal general government (defense),NA,0
S00600,0,928120,International Affairs,Federal general government (nondefense),NA,0
